Epoch_Time	Flow_Rate
 1531494321.1086664	0.096
1531494323.1139097	0.096
1531494325.1191993	0.096
1531494327.1249347	0.096
1531494329.1302705	0.097
1531494331.1419837	0.097
1531494333.1473184	0.097
1531494335.1525743	0.097
1531494337.1577928	0.097
1531494339.163084	0.097
1531494341.168316	0.097
1531494343.1807947	0.097
1531494345.186163	0.097
1531494347.1921704	0.097
1531494349.198767	0.097
1531494351.2045774	0.097
1531494353.209984	0.097
1531494355.2152576	0.097
1531494357.2204175	0.097
1531494359.2261503	0.097
