Epoch_Time	Flow_Rate
 1531481070.9897432	0.000
1531481072.9949155	0.000
1531481074.999987	0.000
1531481077.0051236	0.000
1531481079.0102384	0.000
1531481081.0154738	0.000
1531481083.0204282	0.000
1531481085.0252872	0.000
1531481087.0300817	0.000
1531481089.0416155	0.000
1531481091.046456	0.000
1531481093.0514317	0.000
1531481095.0566528	0.000
1531481097.0617418	0.000
1531481099.0667405	0.000
1531481101.071527	0.000
1531481103.076393	0.000
1531481105.0811322	0.000
1531481107.085981	0.000
1531481109.0907526	0.000
1531481111.0955498	0.000
1531481113.100339	0.000
1531481115.1051838	0.000
1531481117.10995	0.000
1531481119.1211038	0.000
1531481121.1261876	0.000
1531481123.1316822	0.000
1531481125.1376216	0.000
1531481127.1427345	0.000
1531481129.1476038	0.000
1531481131.152452	0.000
1531481133.1573226	0.000
1531481135.1621587	0.000
1531481137.1673083	0.000
1531481139.1723993	0.000
1531481141.17786	0.000
1531481143.182878	0.000
1531481145.188163	0.000
1531481147.1938305	0.000
1531481149.1991644	0.000
1531481151.2042365	0.000
1531481153.209277	0.000
