Epoch_Time	Flow_Rate
 1531476810.6353793	0.0
1531476813.6407044	0.0
1531476816.645434	0.0
1531476819.6502357	0.0
1531476822.6550853	0.0
1531476825.6598294	0.0
1531476828.6645148	0.0
1531476831.6689425	0.0
1531476834.673407	0.0
1531476837.6779892	0.0
1531476840.6824536	0.0
1531476843.6870883	0.0
1531476846.6915648	0.0
1531476849.7025976	0.0
1531476852.7074387	0.0
1531476855.7123272	0.0
1531476858.717273	0.0
1531476861.7221045	0.0
1531476864.7269797	0.0
1531476867.7388444	0.0
1531476870.7438064	0.0
1531476873.7486575	0.0
1531476876.7530637	0.0
1531476879.7575006	0.0
1531476882.761899	0.0
1531476885.7663746	0.0
1531476888.7707553	0.0
1531476891.7754653	0.0
1531476894.7807431	0.0
1531476897.7928557	0.0
1531476900.7977533	0.0
1531476903.8087091	0.0
