Epoch_Time	Flow_Rate
 1531480184.1476045	0.000
1531480186.1525338	0.000
1531480188.157346	0.000
1531480190.162115	0.000
1531480192.1668825	0.000
1531480194.17163	0.000
1531480196.176516	0.000
1531480198.181254	0.000
1531480200.1860373	0.000
1531480202.1908512	0.000
1531480204.195652	0.000
1531480206.200407	0.000
1531480208.2052007	0.000
1531480210.2100387	0.000
1531480212.215492	0.000
1531480214.2213786	0.000
1531480216.2268112	0.000
1531480218.2315395	0.000
1531480220.2364063	0.000
1531480222.2410712	0.000
1531480224.24582	0.000
1531480226.2505975	0.000
1531480228.2553177	0.000
1531480230.2600253	0.000
1531480232.2652862	0.000
1531480234.269985	0.000
1531480236.2747967	0.000
1531480238.2796278	0.000
1531480240.2845547	0.000
1531480242.2894013	0.000
1531480244.2945452	0.000
1531480246.299519	0.000
1531480248.304508	0.000
1531480250.3093646	0.000
1531480252.314304	0.000
1531480254.3191402	0.000
1531480256.3239298	0.000
1531480258.3286188	0.000
1531480260.3336635	0.000
1531480262.338418	0.000
1531480264.34311	0.000
1531480266.3479416	0.000
1531480268.3526616	0.000
1531480270.357446	0.000
1531480272.3621597	0.000
1531480274.3669846	0.000
1531480276.3716843	0.000
1531480278.3765185	0.000
1531480280.3812592	0.000
1531480282.3863904	0.000
1531480284.3912249	0.000
1531480286.3968277	0.000
