Epoch_Time	Flow_Rate
 1531480024.259014	0.000
1531480026.2641616	0.000
1531480028.2690625	0.000
1531480030.2740464	0.000
1531480032.278818	0.000
1531480034.2835228	0.000
1531480036.2881167	0.000
1531480038.292787	0.000
1531480040.2975478	0.000
1531480042.3022246	0.000
1531480044.3070695	0.000
1531480046.311713	0.000
1531480048.3165598	0.000
1531480050.3213484	0.000
1531480052.325923	0.000
1531480054.3305442	0.000
1531480056.3352938	0.000
1531480058.3401232	0.000
1531480060.3449924	0.000
1531480062.3497968	0.000
1531480064.3544772	0.000
1531480066.3590732	0.000
1531480068.3637762	0.000
1531480070.368381	0.000
1531480072.3729835	0.000
1531480074.378008	0.000
1531480076.3826632	0.000
1531480078.3873892	0.000
1531480080.392011	0.000
1531480082.3967113	0.000
1531480084.401563	0.000
1531480086.4065235	0.000
1531480088.4113424	0.000
1531480090.4163587	0.100
1531480092.4212666	0.000
1531480094.42613	0.000
1531480096.4311492	0.000
1531480098.4360282	0.000
1531480100.4413602	0.000
1531480102.4469533	0.000
1531480104.4519107	0.000
1531480106.4574754	0.000
1531480108.462833	0.000
1531480110.4688127	0.000
1531480112.4740317	0.000
1531480114.4791982	0.000
1531480116.48451	0.000
1531480118.4898796	0.000
1531480120.495314	0.000
