Epoch_Time	Flow_Rate
1531490415.4917197	0.099
1531490417.4970741	0.099
1531490419.5023248	0.099
1531490421.5076225	0.100
1531490423.5129101	0.099
1531490425.5181816	0.099
1531490427.5234692	0.099
1531490429.5289276	0.099
1531490431.5341947	0.099
1531490433.5395567	0.100
1531490435.544834	0.099
1531490437.5502498	0.099
1531490439.555551	0.099
1531490441.56083	0.099
1531490443.566079	0.099
1531490445.5711677	0.099
1531490447.5765386	0.099
1531490449.5817604	0.100
1531490451.587571	0.100
1531490453.5934777	0.099
1531490455.5990229	0.100
1531490457.6042275	0.100
1531490459.609669	0.100
1531490461.614926	0.100
1531490463.6203225	0.100
1531490465.62569	0.099
1531490467.6308913	0.099
1531490469.6361678	0.099
1531490471.6414309	0.099
1531490473.6466982	0.099
1531490475.6519456	0.100
1531490477.65716	0.099
1531490479.662206	0.100
1531490481.6678293	0.100
1531490483.6733048	0.099
1531490485.678653	0.098
1531490487.683913	0.098
1531490489.6892283	0.097
1531490491.702155	0.097
1531490493.7073953	0.098
1531490495.712633	0.099
1531490497.7252505	0.101
1531490499.7316961	0.101
1531490501.73861	0.101
1531490503.7575762	0.101
1531490505.7634275	0.100
1531490507.7686973	0.100
1531490509.7738605	0.101
1531490511.779452	0.101
1531490513.784664	0.101
1531490515.796729	0.101
1531490517.8016818	0.100
1531490519.8074603	0.100
1531490521.812685	0.100
1531490523.817927	0.099
1531490525.823204	0.099
1531490527.8285134	0.098
1531490529.8336973	0.098
1531490531.8395064	0.098
1531490533.8455067	0.098
1531490535.8513916	0.098
1531490537.8573937	0.099
1531490539.863333	0.099
1531490541.8706264	0.099
1531490543.8760908	0.099
1531490545.881456	0.100
1531490547.8867333	0.099
1531490549.8919415	0.099
1531490551.8972754	0.099
1531490553.9023888	0.099
1531490555.9072156	0.099
1531490557.9128385	0.100
1531490559.9191637	0.100
1531490561.9254441	0.101
1531490563.9376047	0.101
1531490565.9427419	0.101
1531490567.9480288	0.100
1531490569.95323	0.100
1531490571.9585776	0.099
1531490573.9637368	0.098
1531490575.9690828	0.099
1531490577.9742224	0.099
1531490579.9795525	0.099
1531490581.9849164	0.099
1531490583.9902992	0.100
1531490585.9955533	0.100
1531490588.0008366	0.100
1531490590.0062783	0.100
1531490592.012012	0.100
1531490594.0185018	0.100
1531490596.0253294	0.100
1531490598.0311117	0.100
1531490600.03613	0.100
1531490602.041049	0.099
1531490604.0460737	0.098
1531490606.051011	0.098
1531490608.0560653	0.097
1531490610.0610094	0.097
1531490612.0735126	0.097
1531490614.0793738	0.097
1531490616.0850968	0.098
1531490618.0913434	0.099
1531490620.0981567	0.099
1531490622.104702	0.101
1531490624.1217408	0.101
1531490626.1276052	0.102
1531490628.133466	0.101
1531490630.1398275	0.101
1531490632.146547	0.100
1531490634.1531928	0.099
1531490636.158913	0.098
1531490638.1648412	0.098
1531490640.1715322	0.098
1531490642.189073	0.098
1531490644.1957572	0.099
1531490646.201851	0.099
1531490648.207588	0.100
1531490650.2132828	0.100
1531490652.2184615	0.100
1531490654.223402	0.099
1531490656.2285838	0.099
1531490658.2336848	0.099
1531490660.2394447	0.100
1531490662.244653	0.100
1531490664.2497792	0.100
1531490666.2547925	0.100
1531490668.25995	0.099
1531490670.264967	0.099
1531490672.2763002	0.098
1531490674.281352	0.098
1531490676.2864776	0.099
1531490678.2921603	0.100
1531490680.2977216	0.100
1531490682.303083	0.101
1531490684.308414	0.101
1531490686.3134239	0.102
1531490688.3185716	0.101
1531490690.3235207	0.101
1531490692.328682	0.101
1531490694.3338284	0.100
1531490696.339053	0.099
1531490698.3441055	0.099
1531490700.3498018	0.099
1531490702.355495	0.099
1531490704.36123	0.100
1531490706.3674564	0.099
1531490708.3740594	0.099
1531490710.380841	0.099
1531490712.387509	0.099
1531490714.394091	0.098
1531490716.401203	0.099
1531490718.4119484	0.099
1531490720.41656	0.099
1531490722.4210303	0.100
1531490724.4255137	0.100
1531490726.430415	0.100
1531490728.4356163	0.100
1531490730.4407659	0.101
1531490732.4459374	0.101
1531490734.4511013	0.100
1531490736.4558752	0.099
1531490738.4604478	0.099
1531490740.4650693	0.099
1531490742.4696486	0.099
1531490744.4741967	0.100
1531490746.4788103	0.099
1531490748.4833472	0.099
1531490750.4881363	0.099
1531490752.4926887	0.099
1531490754.4973283	0.099
1531490756.501885	0.099
1531490758.5064554	0.100
1531490760.511029	0.100
1531490762.5155873	0.100
1531490764.5202308	0.099
1531490766.5254722	0.099
1531490768.5306149	0.099
1531490770.5357614	0.099
1531490772.5409422	0.100
1531490774.5456574	0.100
1531490776.5510693	0.100
1531490778.557158	0.100
1531490780.563194	0.099
1531490782.5692925	0.099
1531490784.5754025	0.099
1531490786.5804617	0.100
1531490788.5849626	0.100
1531490790.5896049	0.101
1531490792.594338	0.102
1531490794.5995216	0.101
1531490796.6045375	0.100
1531490798.609624	0.100
1531490800.6146717	0.099
1531490802.619847	0.098
1531490804.6254554	0.098
1531490806.6305568	0.099
1531490808.6355574	0.099
1531490810.6406474	0.100
1531490812.6456814	0.099
1531490814.6506963	0.099
1531490816.655664	0.099
1531490818.6606412	0.099
1531490820.6656823	0.099
1531490822.6707013	0.099
1531490824.6758926	0.099
1531490826.681032	0.099
1531490828.6860719	0.099
1531490830.691017	0.100
1531490832.7029831	0.100
1531490834.7080514	0.100
1531490836.713063	0.099
1531490838.7245958	0.099
1531490840.729134	0.099
1531490842.7336545	0.099
1531490844.73864	0.098
1531490846.7438297	0.097
1531490848.749698	0.097
1531490850.7557654	0.097
1531490852.7618484	0.098
1531490854.766912	0.099
1531490856.771542	0.100
1531490858.7761445	0.100
1531490860.7810223	0.100
1531490862.7860405	0.100
1531490864.790634	0.101
1531490866.7953203	0.101
1531490868.8000174	0.101
1531490870.8045733	0.101
1531490872.8094144	0.100
1531490874.8139806	0.100
1531490876.818597	0.099
1531490878.8234391	0.099
1531490880.8286154	0.098
1531490882.8331685	0.098
1531490884.8377147	0.098
1531490886.842231	0.098
1531490888.8468335	0.098
1531490890.851396	0.099
1531490892.8625894	0.100
1531490894.867634	0.101
1531490896.8732617	0.101
1531490898.8802874	0.101
1531490900.8864825	0.100
1531490902.8930986	0.099
1531490904.8989258	0.099
1531490906.9039397	0.099
1531490908.909492	0.100
1531490910.9151669	0.100
1531490912.9204028	0.101
1531490914.9255152	0.100
1531490916.9305592	0.100
1531490918.9361367	0.100
1531490920.94182	0.100
1531490922.9475675	0.100
1531490924.952782	0.100
1531490926.9578404	0.100
1531490928.9628356	0.100
1531490930.9680896	0.100
1531490932.9730883	0.100
1531490934.9781268	0.100
1531490936.983107	0.099
1531490938.988117	0.099
1531490940.9930575	0.099
1531490942.9980922	0.099
1531490945.0033963	0.099
1531490947.0098436	0.099
1531490949.0155854	0.099
1531490951.0205543	0.099
1531490953.0256462	0.099
1531490955.0307314	0.100
1531490957.036027	0.100
1531490959.0410595	0.100
1531490961.0461445	0.100
1531490963.051152	0.099
1531490965.056218	0.099
1531490967.061124	0.099
1531490969.066068	0.098
1531490971.07104	0.098
1531490973.0759814	0.098
1531490975.0810087	0.099
1531490977.0861242	0.099
1531490979.0916176	0.099
1531490981.09747	0.099
1531490983.1101723	0.099
1531490985.1150708	0.100
1531490987.1210675	0.099
1531490989.1280158	0.100
1531490991.1346369	0.101
1531490993.14136	0.101
1531490995.148221	0.100
1531490997.1543133	0.100
1531490999.1600492	0.099
1531491001.171749	0.099
1531491003.1766381	0.100
1531491005.1822243	0.101
1531491007.1877763	0.101
1531491009.1933925	0.101
1531491011.1995955	0.101
1531491013.2062995	0.100
1531491015.2128205	0.100
1531491017.2195766	0.100
1531491019.2262924	0.100
1531491021.2328951	0.100
1531491023.2395654	0.100
1531491025.2463431	0.100
1531491027.2529643	0.100
1531491029.2597091	0.099
1531491031.2663984	0.099
1531491033.2719843	0.100
1531491035.2770755	0.100
1531491037.2821229	0.100
1531491039.287039	0.099
1531491041.2918987	0.098
1531491043.2980607	0.098
1531491045.304673	0.098
1531491047.31136	0.098
1531491049.318091	0.099
1531491051.3246777	0.100
1531491053.3313832	0.100
1531491055.338187	0.099
1531491057.3447592	0.099
1531491059.3514905	0.098
1531491061.3581843	0.098
1531491063.3647673	0.098
1531491065.3717966	0.098
1531491067.377931	0.098
1531491069.383651	0.098
1531491071.389117	0.097
1531491073.394056	0.097
1531491075.3991697	0.097
1531491077.4039345	0.097
1531491079.4091618	0.099
1531491081.4141033	0.100
1531491083.4193277	0.101
1531491085.424398	0.102
1531491087.4294245	0.103
1531491089.4342768	0.102
1531491091.4395554	0.101
1531491093.444561	0.100
1531491095.4496756	0.100
1531491097.4547148	0.099
1531491099.4597552	0.098
1531491101.464774	0.098
1531491103.4701104	0.098
1531491105.4757118	0.098
1531491107.481434	0.099
1531491109.4866993	0.100
1531491111.4921935	0.100
1531491113.498031	0.101
1531491115.503109	0.100
1531491117.5079112	0.100
1531491119.513355	0.099
1531491121.5187047	0.099
1531491123.5240817	0.099
1531491125.5300736	0.099
1531491127.5355418	0.100
1531491129.540971	0.100
1531491131.546179	0.101
1531491133.5512178	0.101
1531491135.5562935	0.101
1531491137.561836	0.100
1531491139.5676804	0.099
1531491141.5733998	0.098
1531491143.5787165	0.098
1531491145.5838184	0.098
1531491147.588948	0.099
1531491149.593936	0.100
1531491151.5991046	0.101
1531491153.6040704	0.101
1531491155.6091733	0.102
1531491157.6142037	0.102
1531491159.6192698	0.101
1531491161.6242437	0.100
1531491163.629455	0.099
1531491165.6342826	0.099
1531491167.6395178	0.098
1531491169.6445282	0.098
1531491171.6500478	0.099
1531491173.6557002	0.099
1531491175.6613994	0.099
1531491177.6670692	0.100
1531491179.672737	0.100
1531491181.678517	0.101
1531491183.6841176	0.101
1531491185.6891782	0.101
1531491187.7009246	0.101
1531491189.7060657	0.101
1531491191.7110956	0.101
1531491193.716233	0.101
1531491195.7212553	0.101
1531491197.726839	0.100
1531491199.73255	0.099
1531491201.7382543	0.099
1531491203.7434635	0.098
1531491205.7491581	0.098
1531491207.7540307	0.099
1531491209.7590973	0.099
1531491211.7641814	0.100
1531491213.76937	0.100
1531491215.7743793	0.100
1531491217.7796102	0.100
1531491219.784546	0.099
1531491221.7895334	0.099
1531491223.7945566	0.099
1531491225.7996051	0.099
1531491227.8054664	0.099
1531491229.811058	0.099
1531491231.8162117	0.099
1531491233.821195	0.099
1531491235.8330426	0.099
1531491237.8389285	0.100
1531491239.8462532	0.101
1531491241.864206	0.101
1531491243.8697636	0.101
1531491245.874678	0.100
1531491247.8798058	0.100
1531491249.884851	0.099
1531491251.8900561	0.098
1531491253.8951576	0.098
1531491255.9002326	0.099
1531491257.9053297	0.099
1531491259.9104395	0.100
1531491261.9155889	0.100
1531491263.921189	0.100
1531491265.9342642	0.100
1531491267.9394574	0.099
1531491269.944331	0.098
1531491271.95686	0.099
1531491273.9619591	0.099
1531491275.9669745	0.099
1531491277.971851	0.099
1531491279.977292	0.099
1531491281.9823606	0.099
1531491283.9947152	0.099
1531491286.0008512	0.100
1531491288.0063128	0.100
1531491290.0117536	0.101
1531491292.0180337	0.101
1531491294.024649	0.100
1531491296.0383573	0.100
1531491298.0429087	0.099
1531491300.0475323	0.099
1531491302.0521076	0.098
1531491304.056703	0.098
1531491306.0612803	0.098
1531491308.0658836	0.098
1531491310.070463	0.098
1531491312.0750983	0.099
1531491314.079686	0.099
1531491316.084248	0.099
1531491318.0889173	0.100
1531491320.0933354	0.100
1531491322.097797	0.100
1531491324.1092267	0.100
1531491326.1142313	0.100
1531491328.1193063	0.100
1531491330.1243443	0.099
1531491332.1295083	0.099
1531491334.1343977	0.099
1531491336.1398122	0.099
1531491338.1446433	0.100
1531491340.1499577	0.101
1531491342.1550624	0.101
1531491344.1600747	0.102
1531491346.1651504	0.102
1531491348.1702175	0.102
1531491350.175135	0.101
1531491352.1800184	0.101
1531491354.1849558	0.101
1531491356.1899502	0.100
1531491358.194796	0.099
1531491360.1998036	0.099
1531491362.2047353	0.099
1531491364.2097635	0.099
1531491366.2147899	0.099
1531491368.2199051	0.098
1531491370.2248847	0.099
1531491372.2299042	0.099
1531491374.234826	0.099
1531491376.3752866	0.099
1531491378.3808124	0.101
1531491380.3859751	0.101
1531491382.39084	0.101
1531491384.39595	0.101
1531491386.401034	0.100
1531491388.4062579	0.099
1531491390.4113755	0.099
1531491392.4165359	0.099
1531491394.4216943	0.099
1531491396.4268641	0.099
1531491398.431576	0.099
1531491400.4361737	0.099
1531491402.440701	0.099
1531491404.4453115	0.099
1531491406.4502134	0.099
1531491408.4553568	0.100
1531491410.4600298	0.100
1531491412.4646616	0.100
1531491414.46992	0.100
1531491416.475092	0.100
1531491418.480237	0.099
1531491420.4854705	0.100
1531491422.490205	0.100
1531491424.4947422	0.100
1531491426.499369	0.101
1531491428.50396	0.101
1531491430.508655	0.100
1531491432.5131445	0.100
1531491434.5176075	0.100
1531491436.5220976	0.099
1531491438.5266993	0.099
1531491440.5312827	0.100
1531491442.535936	0.100
1531491444.5404942	0.100
1531491446.5451386	0.100
1531491448.5497155	0.100
1531491450.5542817	0.099
1531491452.558948	0.099
1531491454.563543	0.099
1531491456.5681689	0.099
1531491458.57276	0.099
1531491460.5773568	0.100
1531491462.58193	0.099
1531491464.5874617	0.100
1531491466.5935225	0.100
1531491468.5996482	0.100
1531491470.6057405	0.100
1531491472.6117737	0.100
1531491474.6178575	0.101
1531491476.6230183	0.100
1531491478.6275964	0.100
1531491480.6321704	0.100
1531491482.6367738	0.099
1531491484.6413627	0.099
1531491486.6459844	0.098
1531491488.65056	0.099
1531491490.6551237	0.099
1531491492.659609	0.099
1531491494.6642075	0.100
1531491496.668991	0.100
1531491498.6882312	0.100
1531491500.6933374	0.099
1531491502.698586	0.099
1531491504.7036908	0.098
1531491506.7091372	0.098
1531491508.7142935	0.097
1531491510.719556	0.097
1531491512.72419	0.097
1531491514.7286813	0.098
1531491516.746263	0.098
1531491518.7508078	0.098
1531491520.755367	0.099
1531491522.7749007	0.099
1531491524.779438	0.099
1531491526.7839663	0.099
1531491528.8021338	0.100
1531491530.808159	0.100
1531491532.8141656	0.101
1531491534.8346012	0.100
1531491536.8398926	0.100
1531491538.8451324	0.100
1531491540.8499632	0.099
1531491542.8543582	0.099
1531491544.8590848	0.100
1531491546.8767104	0.100
1531491548.881279	0.100
1531491550.8862307	0.100
1531491552.8908367	0.099
1531491554.8954613	0.098
1531491556.900181	0.098
1531491558.910203	0.098
1531491560.9147377	0.098
1531491562.9193742	0.100
1531491564.9239461	0.102
1531491566.9285853	0.103
1531491568.9329624	0.102
1531491570.9374435	0.102
1531491572.9418387	0.101
1531491574.9463599	0.099
1531491576.96382	0.098
1531491578.968883	0.098
1531491580.9738991	0.098
1531491582.979192	0.099
1531491584.9842021	0.100
1531491586.9891636	0.101
1531491588.9941518	0.101
1531491590.9992104	0.101
1531491593.0040777	0.100
1531491595.009299	0.099
1531491597.0143216	0.098
1531491599.0194786	0.099
1531491601.0244818	0.099
1531491603.0301301	0.100
1531491605.035389	0.102
1531491607.0473843	0.102
1531491609.0535223	0.101
1531491611.0603075	0.101
1531491613.0765035	0.100
1531491615.0813532	0.099
1531491617.0863204	0.099
1531491619.0912364	0.099
1531491621.0963147	0.099
1531491623.1018088	0.099
1531491625.1068463	0.100
1531491627.1113648	0.099
1531491629.1158772	0.099
1531491631.1203728	0.099
1531491633.124926	0.099
1531491635.1295767	0.099
1531491637.1342416	0.100
1531491639.1390555	0.100
1531491641.1435997	0.100
1531491643.155188	0.100
1531491645.1597817	0.100
1531491647.1643577	0.100
1531491649.1691244	0.100
1531491651.1736884	0.100
1531491653.1784086	0.100
1531491655.1829858	0.099
1531491657.1875644	0.099
1531491659.192134	0.098
1531491661.1966875	0.098
1531491663.2011876	0.098
1531491665.2057908	0.099
1531491667.2102864	0.099
1531491669.2152276	0.100
1531491671.2203434	0.100
1531491673.2251992	0.100
1531491675.2300975	0.100
1531491677.2359028	0.099
1531491679.2419174	0.099
1531491681.2479734	0.099
1531491683.253092	0.098
1531491685.2576666	0.099
1531491687.2621827	0.099
1531491689.2667367	0.099
1531491691.271322	0.099
1531491693.2759397	0.100
1531491695.2805104	0.099
1531491697.2851675	0.099
1531491699.289771	0.099
1531491701.2943163	0.099
1531491703.2989502	0.098
1531491705.3034987	0.098
1531491707.308132	0.099
1531491709.3129168	0.099
1531491711.3177936	0.099
1531491713.3231833	0.100
1531491715.32897	0.101
1531491717.3352528	0.101
1531491719.3413794	0.101
1531491721.3465025	0.101
1531491723.3513443	0.101
1531491725.356259	0.101
1531491727.3618991	0.101
1531491729.3670242	0.101
1531491731.3721664	0.101
1531491733.377719	0.102
1531491735.3834212	0.102
1531491737.38921	0.101
1531491739.3948827	0.101
1531491741.4005408	0.102
1531491743.4065819	0.101
1531491745.4128852	0.101
1531491747.4196217	0.100
1531491749.4328427	0.100
1531491751.4395187	0.099
1531491753.4461498	0.098
1531491755.4527655	0.098
1531491757.4584072	0.098
1531491759.463279	0.098
1531491761.4680908	0.098
1531491763.4729853	0.098
1531491765.477912	0.098
1531491767.482752	0.099
1531491769.4876506	0.099
1531491771.4925067	0.100
1531491773.4973814	0.101
1531491775.5022235	0.101
1531491777.5071325	0.101
1531491779.5119665	0.101
1531491781.5168412	0.101
1531491783.521834	0.101
1531491785.5270138	0.101
1531491787.5321634	0.101
1531491789.5373418	0.101
1531491791.5421054	0.100
1531491793.5467198	0.099
1531491795.551319	0.098
1531491797.5559273	0.098
1531491799.5604773	0.097
1531491801.5651045	0.098
1531491803.5696933	0.098
1531491805.5742571	0.098
1531491807.578903	0.099
1531491809.5833852	0.099
1531491811.58797	0.099
1531491813.5925207	0.099
1531491815.5971353	0.099
1531491817.601691	0.099
1531491819.6062312	0.099
1531491821.6106453	0.100
1531491823.6151536	0.101
1531491825.6264098	0.101
